NIN ID,Facility Name,FACILITY_TYPE,State,District,Taluka,Block,Entry Month,Individuals empanelled,Community Based Assessment Checklist filled,HTN Individuals screened Male,HTN Individuals screened Female,HTN Individuals screened Other,HTN Newly diagnosed Male,HTN Newly diagnosed Female,HTN Newly diagnosed Other,HTN On treatment Male,HTN On treatment Female,HTN On treatment Other,DM Individuals screened Male,DM Individuals screened Female,DM Individuals screened Other,DM Newly diagnosed Male,DM Newly diagnosed Female,DM Newly diagnosed Other,DM On treatment Male,DM On treatment Female,DM On treatment Other,OC Individuals screened Male,OC Individuals screened Female,OC Individuals screened Other,OC Newly diagnosed Male,OC Newly diagnosed Female,OC Newly diagnosed Other,OC On treatment male,OC On treatment Female,OC On treatment Other,BC Individuals screened female,BC Newly diagnosed female,BC On treatment female,CC Individuals screened female,CC Newly diagnosed female,CC On treatment female,Individuals referred for screening male,Individuals referred for screening female,Individuals referred for screening other,Newly diagnosed Male,Newly diagnosed Female,Newly diagnosed Other,On treatment Male,On treatment Female,On treatment Other,Total Patients received antihypertensive medicines at this centre,Total Patients received ant-diabetic medicines at this centre,Medicines_TPR_AO_M,Total TB patients received DOTS from the centre,Medicines_CSOM_EOM,Availability of functional BP apparatus,Availability of functional glucometer,Closing stock of glucostrips,Performance/team based incentives for MO/SN/CHO,Team based incentives for ASHA/MPW,JAS monthly meeting conducted,Data Source,Entry Date,Entry Update Date,Facility Type
8246337367,HSC BIRKITTI,SHC,Jharkhand,Pakaur,MAHESHPUR,MAHESHPUR,31-05-24,90,22,53,59,0,0,0,0,3,4,0,36,46,0,0,0,0,3,3,0,53,59,0,0,0,0,0,0,0,16,0,0,6,0,0,4,8,0,1,0,0,2,2,0,0,0,N/A,0,N/A,Yes,Yes,37,No,No,No,WEB Portal,05-06-24 17:41,N/A,N/A
8175783573,HSC HUSAINABAD,SHC,Jharkhand,Deogarh,DEVIPUR,DEVIPUR,31-05-24,22,188,120,90,0,3,2,0,22,18,0,120,90,0,2,1,0,36,32,0,120,90,0,0,0,0,0,0,0,90,0,0,0,0,0,9,5,0,0,1,0,3,2,0,0,0,0,0,0,Yes,Yes,230,No,No,No,Android APP,05-06-24 17:37,N/A,N/A
8464253734,HSC JARADIH,SHC,Jharkhand,Ranchi,BUNDU,BUNDU,31-05-24,60,30,34,61,0,3,4,0,1,3,0,34,61,0,2,6,0,1,3,0,5,7,0,0,0,0,0,0,0,12,0,0,0,0,0,3,7,0,1,0,0,3,0,0,2,2,0,3,0,Yes,Yes,25,No,No,No,Android APP,05-06-24 17:30,N/A,N/A
5378278716,HSC PACHKERIYA,SHC,Jharkhand,Palamu,PATAN,PATAN,31-05-24,203,203,106,97,0,6,5,0,6,5,0,106,97,0,4,7,0,4,7,0,106,97,0,0,0,0,0,0,0,97,0,0,0,0,0,6,5,0,1,0,0,1,0,0,10,11,N/A,1,N/A,Yes,Yes,872,No,No,No,WEB Portal,05-06-24 17:28,12-06-24 11:34,N/A
5288322844,HSC KHARBANDH,SHC,Jharkhand,Pashchimi Singhbhum,KUMARDUNGI,KUMARDUNGI,31-05-24,153,25,90,63,0,0,0,0,2,3,0,90,63,0,0,0,0,3,2,0,90,63,0,0,0,0,0,0,0,63,0,0,63,0,0,3,5,0,0,0,0,2,3,0,0,0,0,0,0,Yes,Yes,226,No,No,No,Android APP,05-06-24 17:21,N/A,N/A
6744177541,HSC ANDHARI,SHC,Jharkhand,Pashchimi Singhbhum,KUMARDUNGI,KUMARDUNGI,31-05-24,15,10,110,120,0,0,0,0,5,4,0,110,120,0,0,0,0,4,5,0,110,120,0,0,0,0,0,0,0,120,0,0,120,0,0,5,5,0,0,0,0,1,2,0,0,0,N/A,0,N/A,Yes,Yes,50,No,No,No,WEB Portal,05-06-24 17:19,N/A,N/A
2637887254,HSC KHAJURI,SHC,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,31-05-24,62,105,58,47,0,3,0,0,56,36,0,58,47,0,1,0,0,31,15,0,24,19,0,0,0,0,0,0,0,19,0,0,0,0,0,11,4,0,0,0,0,5,0,0,22,10,0,0,0,Yes,Yes,"2,825",No,No,No,Android APP,05-06-24 17:18,05-06-24 17:19,N/A
7824343532,HSC ROLADIH,SHC,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,31-05-24,193,193,86,107,0,0,0,0,0,4,0,86,107,0,1,0,0,2,3,0,86,107,0,0,0,0,0,0,0,107,0,0,107,0,0,4,5,0,0,0,0,6,2,0,3,4,0,8,0,Yes,Yes,780,No,No,Yes,Android APP,05-06-24 17:18,N/A,N/A
8368381326,HSC SALSOOD,SHC,Jharkhand,Ranchi,SONAHATU,SONAHATU,31-05-24,52,115,63,52,0,4,2,0,3,1,0,63,52,0,1,1,0,1,1,0,63,52,0,0,0,0,0,0,0,52,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,2,0,1,0,Yes,Yes,110,No,No,No,Android APP,05-06-24 17:16,N/A,N/A
7638612783,HSC SILPHORI,SHC,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,31-05-24,164,164,92,72,0,2,2,0,2,1,0,92,72,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,N/A,0,N/A,Yes,Yes,"1,528",No,No,No,WEB Portal,05-06-24 17:14,N/A,N/A
2588184180,HSC GONIYATO,SHC,Jharkhand,Bokaro,NAWADIH,NAWADIH,31-05-24,255,255,85,170,0,0,0,0,17,9,0,85,170,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,22,0,0,0,Yes,Yes,200,No,No,Yes,Android APP,05-06-24 17:12,N/A,N/A
2854725484,HSC KAIRAM,SHC,Jharkhand,Pashchimi Singhbhum,GOILKERA,GOILKERA,31-05-24,0,0,100,107,0,0,0,0,4,1,0,100,107,0,0,0,0,0,1,0,100,99,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,2,0,6,2,0,0,0,0,0,0,Yes,Yes,200,No,No,No,Android APP,05-06-24 17:12,N/A,N/A
8527784311,HSC BENGANTHARA,SHC,Jharkhand,Dumka,JARMUNDI,JARMUNDI,31-05-24,0,450,106,106,0,0,0,0,11,11,0,106,106,0,0,0,0,11,11,0,106,106,0,0,0,0,0,0,0,106,0,0,106,0,0,8,6,0,0,0,0,8,6,0,0,0,0,0,0,Yes,Yes,50,No,No,No,Android APP,05-06-24 17:03,N/A,N/A
7628468311,HSC DASARO,SHC,Jharkhand,Koderma,MARKACHO,MARKACHO,31-05-24,106,63,56,50,0,0,0,0,9,4,0,56,50,0,0,0,0,6,9,0,56,50,0,0,0,0,0,0,0,50,0,0,0,0,0,5,17,0,0,0,0,0,1,0,13,15,N/A,0,N/A,Yes,Yes,0,No,No,No,WEB Portal,05-06-24 16:58,N/A,N/A
3111551846,HSC MONGRA,SHC,Jharkhand,Pashchimi Singhbhum,JAGANNATHPUR,JAGANNATHPUR,31-05-24,180,0,78,102,0,2,2,0,2,2,0,78,102,0,2,2,0,2,2,0,78,102,0,0,0,0,0,0,0,102,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,4,0,0,0,Yes,Yes,120,No,No,No,Android APP,05-06-24 16:57,N/A,N/A
4721777821,HSC RANGAMATIA,SHC,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,31-05-24,375,59,28,26,0,0,0,0,8,6,0,28,26,0,0,0,0,5,7,0,28,26,0,0,0,0,0,0,0,26,0,0,26,0,0,2,1,3,1,0,0,2,1,0,7,6,0,0,0,Yes,Yes,423,No,No,No,Android APP,05-06-24 16:54,N/A,N/A
6734717850,HSC PANGA,SHC,Jharkhand,Pashchimi Singhbhum,MANJHARI,MANJHARI,31-05-24,0,0,37,38,0,0,0,0,0,0,0,37,38,0,0,0,0,0,0,0,37,38,0,0,0,0,0,0,0,38,0,0,38,0,0,1,0,0,1,0,0,1,0,0,0,0,N/A,0,N/A,Yes,Yes,100,No,No,No,WEB Portal,05-06-24 16:47,N/A,N/A
7738147532,HSC SONAPOSI,SHC,Jharkhand,Pashchimi Singhbhum,JAGANNATHPUR,JAGANNATHPUR,31-05-24,156,0,70,86,0,1,0,0,1,0,0,70,86,0,1,1,0,1,1,0,70,86,0,0,0,0,0,0,0,86,0,0,86,0,0,3,1,0,2,0,0,1,1,0,1,2,0,0,0,Yes,Yes,200,No,No,No,Android APP,05-06-24 16:46,N/A,N/A
4571873373,HSC DALKI,SHC,Jharkhand,Pashchimi Singhbhum,GOILKERA,GOILKERA,31-05-24,260,72,52,48,8,1,0,0,1,3,0,52,48,0,0,0,0,0,1,0,52,48,0,0,0,0,0,0,0,48,0,0,48,0,0,1,5,0,0,0,0,0,0,0,4,1,0,0,0,Yes,Yes,470,No,No,No,Android APP,05-06-24 16:43,N/A,N/A
4718822283,HSC JHINRI,SHC,Jharkhand,Ranchi,MANDAR,MANDAR,31-05-24,0,49,16,33,0,4,3,0,18,28,0,15,33,0,4,3,0,27,24,0,12,15,0,0,0,0,0,0,0,15,0,0,15,0,0,1,1,0,1,0,0,7,1,0,46,51,0,8,0,Yes,Yes,42,No,No,Yes,Android APP,05-06-24 16:34,N/A,N/A
6836674629,HSC KONJIYA,SHC,Jharkhand,Giridih,PIRTANR,PIRTAND,31-05-24,150,150,80,70,0,2,2,0,0,0,0,80,70,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,15,No,No,Yes,Android APP,05-06-24 16:30,N/A,N/A
1132712421,UHWC Ward 40,UHWCs,Jharkhand,Ranchi,KANKE,KANKE,31-05-24,0,0,19,25,0,1,0,0,19,25,0,10,15,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,0,0,0,Yes,Yes,51,Yes,Yes,No,Android APP,05-06-24 16:29,N/A,N/A
4482475656,HSC BEDOKALA,SHC,Jharkhand,Hazaribagh,BARKATHA,BARKATHA,31-05-24,335,30,104,156,0,4,0,0,4,0,0,104,156,0,0,0,0,0,0,0,104,156,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Yes,Yes,10,No,No,No,Android APP,05-06-24 16:25,N/A,N/A
5735855883,HSC KHETADABUR,SHC,Jharkhand,Giridih,PIRTANR,PIRTAND,31-05-24,152,152,80,72,0,1,0,0,1,0,0,80,72,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,No,No,52,No,No,No,Android APP,05-06-24 16:16,N/A,N/A
5273181114,HSC KAGDOHA,SHC,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,31-05-24,142,0,21,66,0,5,7,0,2,3,0,8,48,0,2,2,0,1,0,0,21,48,0,0,0,0,0,0,0,66,0,0,0,0,0,2,6,8,2,0,0,2,0,0,2,1,0,2,0,Yes,Yes,41,No,No,No,Android APP,05-06-24 16:16,N/A,N/A
6884142750,HSC RASUNPUR,SHC,Jharkhand,Jamtara,KUNDHIT,KUNDHIT,31-05-24,55,10,28,27,0,0,0,0,10,9,0,28,27,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,13,0,0,0,Yes,Yes,800,No,No,No,Android APP,05-06-24 16:04,N/A,N/A
4873457164,HSC KALAPATHAR,SHC,Jharkhand,Bokaro,CHAS,CHAS,31-05-24,420,253,113,140,0,0,0,0,7,5,0,113,140,0,0,0,0,4,2,0,113,140,0,0,0,0,0,0,0,140,0,0,140,0,0,7,5,0,0,0,0,1,1,0,4,2,0,0,0,Yes,Yes,0,No,No,No,Android APP,05-06-24 15:51,N/A,N/A
7166882766,HSC ULGADDA,SHC,Jharkhand,Bokaro,PETERWAR,PETERWAR,31-05-24,0,20,10,10,0,0,0,0,7,3,0,10,10,0,1,0,0,3,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,1,2,0,2,2,0,10,5,0,0,0,Yes,Yes,200,No,No,Yes,Android APP,05-06-24 15:40,N/A,N/A
8443538312,HSC RAIBAHAR,SHC,Jharkhand,Simdega,THETHAITANGAR,THETHAITANAGAR,31-05-24,0,0,38,60,0,0,0,0,0,0,0,38,60,0,0,0,0,0,0,0,38,60,0,0,0,0,0,0,0,60,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,Yes,Yes,9,No,No,No,Android APP,05-06-24 15:39,N/A,N/A
2268411119,HSC CHARAK,SHC,Jharkhand,Dhanbad,TUNDI,TUNDI,31-05-24,316,133,53,80,0,0,0,0,2,3,0,53,80,0,0,0,0,3,3,0,53,80,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,Yes,Yes,50,No,No,No,Android APP,05-06-24 15:30,N/A,N/A
1254377888,HSC BENA,SHC,Jharkhand,Jamtara,JAMTARA,JAMTARA,31-05-24,106,106,58,48,0,2,0,0,3,2,0,58,48,0,2,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Yes,Yes,44,No,No,No,Android APP,05-06-24 15:29,N/A,N/A
1132516855,UHWC- Purana Basti,UHWCs,Jharkhand,Pashchimi Singhbhum,CHAKRADHARPUR,CHAKRADHARPUR,31-05-24,460,460,9,14,0,19,17,0,19,31,0,3,5,0,6,9,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,0,50,23,N/A,4,N/A,Yes,No,0,Yes,Yes,No,WEB Portal,05-06-24 15:29,N/A,N/A
4143836676,HSC MANJIRABARI,SHC,Jharkhand,Dumka,GOPIKANDAR,GOPIKANDAR,31-05-24,234,92,43,49,0,1,1,0,7,5,0,43,49,0,1,0,0,3,5,0,43,49,0,0,0,0,0,0,0,49,0,0,0,0,0,5,4,0,0,0,0,5,2,0,0,0,0,0,0,Yes,Yes,30,No,No,No,Android APP,05-06-24 15:17,N/A,N/A
5652531657,HSC POBI,SHC,Jharkhand,Giridih,JAMUA,JAMUA,31-05-24,403,0,91,31,0,0,0,0,0,0,0,91,31,0,0,0,0,0,0,0,91,31,0,0,0,0,0,0,0,31,0,0,1,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,140,No,No,Yes,Android APP,05-06-24 15:10,N/A,N/A
3746324379,HSC KALAMATI,SHC,Jharkhand,Khunti,KHUNTI,KHUNTI,31-05-24,12,38,24,32,0,1,1,0,2,3,0,24,32,0,0,1,0,2,2,0,24,32,0,0,0,0,0,0,0,32,0,0,28,0,0,1,1,0,0,0,0,1,3,0,5,4,0,4,0,Yes,Yes,521,No,No,Yes,Android APP,05-06-24 15:07,N/A,N/A
6438567544,HSC ASANCHUAN,SHC,Jharkhand,Jamtara,JAMTARA,JAMTARA,31-05-24,163,163,83,80,0,0,0,0,10,5,0,83,80,0,1,1,0,6,4,0,83,80,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,15,10,0,0,0,Yes,Yes,0,No,No,No,Android APP,05-06-24 15:03,05-06-24 15:03,N/A
1132375252,UHWC Pratappur,UHWCs,Jharkhand,Bokaro,CHAS,CHAS,31-05-24,0,0,79,98,0,0,2,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,N/A,0,N/A,Yes,Yes,0,No,No,No,WEB Portal,05-06-24 14:55,N/A,N/A
6373873329,HSC BARIDIH,SHC,Jharkhand,Ranchi,BUNDU,BUNDU,31-05-24,0,0,70,60,0,14,8,0,2,3,0,70,60,0,1,6,0,2,1,0,70,60,0,0,0,0,0,0,0,60,0,0,60,0,0,7,3,0,1,1,0,0,0,0,3,2,0,0,0,Yes,Yes,145,No,No,No,Android APP,05-06-24 14:37,N/A,N/A
8683726171,HSC MANGO,SHC,Jharkhand,Bokaro,CHAS,CHAS,31-05-24,25,25,13,12,0,1,1,0,83,67,0,13,12,0,0,1,0,39,24,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,1,0,0,19,9,0,1,N/A,Yes,Yes,500,Yes,Yes,Yes,Android APP,05-06-24 14:35,N/A,N/A
5483464144,HSC CHUND,SHC,Jharkhand,Ranchi,MANDAR,MANDAR,31-05-24,18,18,51,53,0,2,1,0,10,5,0,51,53,0,3,4,0,10,3,0,12,8,0,0,0,0,0,0,0,8,0,0,0,0,0,2,5,0,0,0,0,1,2,0,12,10,0,0,0,Yes,Yes,120,No,No,Yes,Android APP,05-06-24 14:34,N/A,N/A
4376537439,HSC NIMADIH,SHC,Jharkhand,Giridih,DHANWAR,DHANWAR,31-05-24,200,200,95,105,0,4,2,0,0,0,0,95,105,0,2,4,0,1,3,0,95,105,0,0,0,0,0,0,0,105,0,0,105,0,0,10,14,0,0,0,0,0,0,0,0,4,0,0,0,No,Yes,200,No,No,No,Android APP,05-06-24 14:27,N/A,N/A
4433445246,HSC SIJHUWA,SHC,Jharkhand,Godda,POREYAHAT,POREYAHAT,31-05-24,50,30,64,58,0,1,0,0,1,0,0,64,53,0,1,0,0,1,0,0,4,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,N/A,0,N/A,Yes,Yes,200,No,No,No,WEB Portal,05-06-24 14:26,15-06-24 14:05,N/A
3814817379,HSC UCHARI,SHC,Jharkhand,Ranchi,MANDAR,MANDAR,31-05-24,339,160,52,108,0,3,2,0,2,0,0,52,108,0,4,3,0,0,2,0,52,108,0,0,0,0,0,0,0,100,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,2,0,1,0,Yes,Yes,50,No,No,Yes,Android APP,05-06-24 14:24,N/A,N/A
1115338160,UPHC Patratu Basti,UPHC,Jharkhand,Ramgarh,RAMGARH,RAMGARH,31-05-24,0,0,169,168,0,0,0,0,27,29,0,130,128,0,0,0,0,11,10,0,169,168,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,0,1,0,0,0,0,0,56,21,N/A,0,N/A,Yes,Yes,556,No,No,No,WEB Portal,05-06-24 14:23,05-06-24 14:24,N/A
1246876831,HSC KashiJharia,SHC,Jharkhand,Bokaro,CHAS,CHAS,31-05-24,0,400,128,122,0,0,0,0,8,5,0,128,122,0,0,0,0,5,2,0,128,122,0,0,0,0,0,0,0,122,0,0,0,0,0,7,5,0,0,0,0,3,0,0,0,3,0,0,0,Yes,Yes,100,Yes,Yes,Yes,Android APP,05-06-24 14:22,N/A,N/A
2456478573,HSC BHELWATAND,SHC,Jharkhand,Koderma,Koderma,KODERMA,31-05-24,0,0,88,96,0,0,0,0,6,9,0,88,96,0,0,0,0,7,11,0,88,96,0,0,0,0,0,0,0,96,0,0,96,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,60,No,No,No,Android APP,05-06-24 14:21,N/A,N/A
1881776437,HSC ASNASINGHA,SHC,Jharkhand,Dhanbad,TOPCHANCHI,TOPCHANCHI,31-05-24,133,133,72,61,0,0,0,0,12,7,0,70,63,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,19,23,0,3,0,Yes,Yes,257,Yes,Yes,No,Android APP,05-06-24 14:20,N/A,N/A
4737636425,HSC BAGNAL,SHC,Jharkhand,Dumka,DUMKA,DUMKA,31-05-24,263,107,62,45,0,0,0,0,17,7,0,62,45,0,0,0,0,9,7,0,62,45,0,0,0,0,0,0,0,45,0,0,0,0,0,5,3,0,0,0,0,1,1,0,10,8,0,0,0,Yes,Yes,50,No,No,No,Android APP,05-06-24 14:15,N/A,N/A
1133138519,UHWC Ward 45,UHWCs,Jharkhand,Ranchi,KANKE,KANKE,31-05-24,0,0,25,46,0,6,3,0,31,49,0,11,6,0,2,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,Yes,Yes,67,No,No,No,Android APP,05-06-24 14:09,N/A,N/A
4176833673,HSC BHANDHDIH,SHC,Jharkhand,Bokaro,BERMO,BERMO,31-05-24,420,420,130,120,0,2,2,0,0,0,0,120,130,0,1,0,0,0,0,0,120,130,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,100,No,No,Yes,Android APP,05-06-24 14:08,N/A,N/A
1132341411,UHWC Chayanagar,UHWCs,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,31-05-24,0,0,29,98,0,1,10,0,12,30,0,9,12,0,2,3,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,0,0,0,Yes,Yes,135,No,No,No,Android APP,05-06-24 14:07,N/A,N/A
1246384836,HSC BISAKHATANGA,SHC,Jharkhand,Ranchi,MANDAR,MANDAR,31-05-24,395,140,58,87,0,1,2,0,4,2,0,58,87,0,1,1,0,0,4,0,58,87,0,0,0,0,0,0,0,87,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6,4,0,0,0,Yes,Yes,10,No,No,Yes,Android APP,05-06-24 14:06,05-06-24 14:20,N/A
5422443787,HSC DORANDA,SHC,Jharkhand,Giridih,DHANWAR,DHANWAR,31-05-24,170,170,93,77,0,1,1,0,2,1,0,93,77,0,1,2,0,11,4,0,93,77,0,0,0,0,0,0,0,77,0,0,0,0,0,1,22,0,0,0,0,1,1,0,3,15,0,2,0,Yes,Yes,100,No,No,No,Android APP,05-06-24 14:02,N/A,N/A
3727735387,HSC KUSBEDIA,SHC,Jharkhand,Jamtara,JAMTARA,JAMTARA,31-05-24,82,82,37,46,0,1,0,0,4,3,0,37,46,0,1,1,0,3,5,0,37,46,0,0,0,0,0,0,0,46,0,0,46,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,"1,258",No,No,No,Android APP,05-06-24 14:01,N/A,N/A
1886174372,HSC DUNDIGARH,SHC,Jharkhand,Ranchi,NAMKUM,NAMKUM,31-05-24,3,5,47,57,0,8,5,0,8,5,0,47,57,0,2,1,0,2,1,0,47,57,0,0,0,0,0,0,0,57,0,0,0,0,0,6,5,0,0,0,0,13,3,0,13,3,0,0,0,Yes,Yes,10,No,No,Yes,Android APP,05-06-24 14:01,N/A,N/A
6646776812,HSC CHITANKHARI,SHC,Jharkhand,Giridih,BIRNI,BIRNI,31-05-24,186,186,91,95,0,8,5,0,15,10,0,91,95,0,20,12,0,11,14,0,86,80,0,0,0,0,0,0,0,80,0,0,80,0,0,8,5,0,0,0,0,1,0,0,15,3,N/A,1,N/A,Yes,Yes,150,No,No,Yes,WEB Portal,05-06-24 13:58,N/A,N/A
1132441138,UHWC Ward - 38,UHWCs,Jharkhand,Ranchi,KANKE,KANKE,31-05-24,0,0,28,36,0,6,12,0,17,18,0,24,28,0,5,3,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,N/A,0,N/A,Yes,Yes,10,No,No,No,WEB Portal,05-06-24 13:56,N/A,N/A
4654368812,HSC MAHULDANGRI,SHC,Jharkhand,Purbi Singhbhum,BAHARAGORA,BAHARAGORA,31-05-24,168,122,58,64,0,2,2,0,21,52,0,58,64,0,0,2,0,5,8,0,58,64,0,0,0,0,0,0,0,64,0,0,0,0,0,4,8,0,1,0,0,1,0,0,40,7,0,0,0,Yes,Yes,"1,000",No,No,Yes,Android APP,05-06-24 13:52,N/A,N/A
1131638155,UHWC LALGARH,UHWCs,Jharkhand,Deogarh,MADHUPUR,MADHUPUR,31-05-24,4,20,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,21,N/A,0,N/A,No,No,0,No,Yes,No,WEB Portal,05-06-24 13:49,05-06-24 13:49,N/A
4757342854,HSC VIJAYPUR,SHC,Jharkhand,Dumka,DUMKA,DUMKA,31-05-24,486,151,41,110,0,2,7,0,2,7,0,41,110,0,3,7,0,3,7,0,41,111,0,0,0,0,0,0,0,110,0,0,110,0,0,8,9,0,1,1,0,1,1,0,2,2,0,0,0,Yes,Yes,25,No,No,No,Android APP,05-06-24 13:49,N/A,N/A
2446586733,HSC BALSIRING,SHC,Jharkhand,Ranchi,NAMKUM,NAMKUM,31-05-24,20,10,37,72,0,2,0,0,2,0,0,37,72,0,2,5,0,2,5,0,37,72,0,0,0,0,0,0,0,72,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,5,N/A,0,N/A,Yes,Yes,100,No,No,Yes,WEB Portal,05-06-24 13:49,N/A,N/A
1111677140,narayanpur,SHC,Jharkhand,Giridih,DUMRI,DUMRI,31-05-24,0,0,68,60,0,10,7,0,5,3,0,40,30,0,15,20,0,20,8,0,68,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Yes,200,No,No,No,Android APP,05-06-24 13:45,N/A,N/A
1387465444,HSC RANIGANJ,SHC,Jharkhand,Sarikela-Kharswana,GOBINDPUR(RAJNAGAR),RAJNAGAR,31-05-24,145,15,35,70,0,2,6,0,3,2,0,35,70,0,1,0,0,2,0,0,35,70,0,0,0,0,0,0,0,70,0,0,70,0,0,4,3,0,0,0,0,1,0,0,5,2,0,0,0,Yes,Yes,97,No,No,Yes,Android APP,05-06-24 13:45,N/A,N/A
6766767724,HSC BHANDARO,SHC,Jharkhand,Giridih,DUMRI,DUMRI,31-05-24,0,0,70,62,0,5,6,0,25,23,0,46,30,0,3,2,0,15,8,0,70,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,5,0,4,5,0,0,0,No,Yes,150,No,No,No,Android APP,05-06-24 13:44,N/A,N/A
3368464560,HSC PALEHKALA,SHC,Jharkhand,Palamu,PATAN,PATAN,31-05-24,213,106,97,116,0,8,5,0,8,5,0,97,116,0,5,5,0,5,5,0,97,116,0,0,0,0,0,0,0,116,0,0,116,0,0,3,4,0,0,0,0,1,2,0,13,10,0,3,0,Yes,Yes,600,No,No,No,Android APP,05-06-24 13:37,N/A,N/A
1133164556,UHWC Ward 53,UHWCs,Jharkhand,Ranchi,KANKE,KANKE,31-05-24,0,0,7,5,0,4,4,0,11,9,0,3,3,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,N/A,Yes,Yes,187,No,No,No,Android APP,05-06-24 13:34,N/A,N/A
4622777649,HSC TILAIYA,SHC,Jharkhand,Dhanbad,GOBINDPUR ,GOBINDPUR,31-05-24,479,479,41,51,0,12,48,0,45,16,0,12,0,0,17,19,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,45,No,No,No,Android APP,05-06-24 13:27,N/A,N/A
4356587826,HSC AMBATOLI,SHC,Jharkhand,Simdega,KOLEBIRA,KOLEBIRA,31-05-24,74,74,40,34,0,0,0,0,1,2,0,40,34,0,0,0,0,0,0,0,40,35,0,0,0,0,0,0,0,35,0,0,35,0,0,4,6,0,0,0,0,0,0,0,3,0,N/A,0,N/A,Yes,Yes,200,No,No,No,WEB Portal,05-06-24 13:19,N/A,N/A
