SN,NIN,Facility_Name,Facility_Type,State,District,Taluka,Block,Activity Name/Health Day Name ,Activity_Date,Event_name,Year
494,1115737221,Govindpur,Urban Health Centre,Jharkhand,Purbi Singhbhum,GOLMURI-CUM-JUGSALAI,GOLMURI,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
536,1115837518,UPHC Kailash Nagar,Urban Health Centre,Jharkhand,Bokaro,CHAS,CHAS,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),"Other
",2024
555,1116236181,HSC JHUNJHKO,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,Election Duty,(25th May 2024),"Other
",2024
556,1116236181,HSC JHUNJHKO,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
581,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,monthly meeting ,(3rd May 2024),"Other
",2024
582,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,yoga ,(7th May 2024),Yoga,2024
583,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,yoga activities ,(8th May 2024),Yoga,2024
584,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,ANC CHECKUP ,(9th May 2024),"Other
",2024
585,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,sickle cell test at UMS Mirzapur ,(15th May 2024),"Other
",2024
586,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,yoga activities ,(16th May 2024),Yoga,2024
587,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,sickle cell test at AAM Mirzapur ,(14th May 2024),"Other
",2024
588,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,masik bujurg diwas celebration at AAM Mirzapur ,(18th May 2024),"Other
",2024
589,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,yoga activities ,(19th May 2024),Yoga,2024
590,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,yoga activities ,(22nd May 2024),Yoga,2024
591,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,election duty at middle school mirzapur ,(25th May 2024),"Other
",2024
592,1116236249,HSC MIRJAPUR,SubCentre,Jharkhand,Bokaro,PETERWAR,PETERWAR,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
601,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,World hypertention day,(17th May 2024),"Other
",2024
602,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,sickle cell screening,(20th May 2024),"Other
",2024
603,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,other,(22nd May 2024),Special screening talk,2024
604,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,other ,(23rd May 2024),Health talk,2024
605,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,other,(25th May 2024),Yoga,2024
606,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,other,(26th May 2024),Special screening talk,2024
607,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,other,(27th May 2024),"Other
",2024
608,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
609,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
610,1116567569,HSC BANAGUTTU,SubCentre,Jharkhand,Gumla,BASIA,BASIA,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
617,1117167658,HSC BUTI,SubCentre,Jharkhand,Lohardaga,SENHA,SENHA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
618,1117167658,HSC BUTI,SubCentre,Jharkhand,Lohardaga,SENHA,SENHA,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
629,1117171437,HSC BALSOTA,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Health talk,2024
630,1117171437,HSC BALSOTA,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,yoga,(27th May 2024),Yoga,2024
631,1117171437,HSC BALSOTA,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Other
",2024
632,1117171437,HSC BALSOTA,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Health talk,2024
633,1117171437,HSC BALSOTA,SubCentre,Jharkhand,Lohardaga,BHANDRA,BHANDRA,World No Tobacco Day(31st May 2024),(31st May 2024),"Other
",2024
644,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,jas meeting,(4th May 2024),Community meeting,2024
645,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,antenatal check up,(9th May 2024),Special screening talk,2024
646,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,yoga ,(11th May 2024),Yoga,2024
647,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,heath teaching,(13th May 2024),Health talk,2024
648,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,world hypertension day,(17th May 2024),Special screening talk,2024
649,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,elderly day celebration,(18th May 2024),Special screening talk,2024
650,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,VHND,(23rd May 2024),Health talk,2024
651,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,nischay day celebration,(24th May 2024),"Special screening talk,Health talk",2024
652,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,special screening,(27th May 2024),Special screening talk,2024
653,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,meeting,(25th May 2024),Community meeting,2024
654,1117723252,PHC Peshrar,Primary Health Centre,Jharkhand,Lohardaga,KISKO,KISKO,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Other
",2024
685,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,NCD screening camp ,(15th May 2024),"Other
",2024
686,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,NCD screening camp,(16th May 2024),"Other
",2024
687,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,tuberculosis awareness,(24th May 2024),Health talk,2024
688,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,monthly meeting ,(23rd May 2024),"Other
",2024
689,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,NCD screening ,(20th May 2024),Special screening talk,2024
690,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,NCD screening camp ,(18th May 2024),Special screening talk,2024
691,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,ahwd program ,(22nd May 2024),School visit,2024
692,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,vhsnc meeting ,(25th May 2024),Community meeting,2024
693,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,NCD screening ,(27th May 2024),Special screening talk,2024
694,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Health talk,2024
695,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Health talk,2024
696,1117812626,HSC DALAIKELA,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,World No Tobacco Day(31st May 2024),(31st May 2024),Health talk,2024
710,1121632739,HSC BORADANGAL,SubCentre,Jharkhand,Dumka,RANISHWAR,RANISHWAR,dengue malaria awareness day ,(16th May 2024),Health talk,2024
714,1121855728,HSC GOSUA,SubCentre,Jharkhand,Deogarh,KARON,KARON,ANC check up ,(9th May 2024),Health talk,2024
715,1121855728,HSC GOSUA,SubCentre,Jharkhand,Deogarh,KARON,KARON,pariwar Kalyan diwas ,(25th May 2024),Community meeting,2024
742,1122243262,HSC Bhubhai,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,wellness ,(17th May 2024),Yoga,2024
743,1122243262,HSC Bhubhai,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,Wellness ,(22nd May 2024),Yoga,2024
756,1122248121,HSC Nemra,SubCentre,Jharkhand,Ramgarh,GOLA,GOLA,,(24th May 2024),"Other
",2024
758,1122273327,HSC Semardih,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,community visit,(22nd May 2024),"Other
",2024
759,1122273327,HSC Semardih,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,other,(23rd May 2024),Special screening talk,2024
760,1122273327,HSC Semardih,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,sickle cell test ,(24th May 2024),"Other
",2024
761,1122273327,HSC Semardih,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,"other
",(25th May 2024),"Other
",2024
762,1122273327,HSC Semardih,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,monthly sahiyea meating,(27th May 2024),"Other
",2024
763,1122273327,HSC Semardih,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,Menstrual Hygiene Day(28th May 2024),(28th May 2024),"Other
",2024
764,1122273327,HSC Semardih,SubCentre,Jharkhand,Lohardaga,KISKO,KISKO,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Health talk,2024
779,1123621672,HSC HARIYARI,SubCentre,Jharkhand,Godda,POREYAHAT,POREYAHAT,yoga,(13th May 2024),Yoga,2024
780,1123621672,HSC HARIYARI,SubCentre,Jharkhand,Godda,POREYAHAT,POREYAHAT,yoga,(16th May 2024),Yoga,2024
833,1125146181,"Rajkiya Unani Aushdhalaya, Pratappur",SubCentre,Jharkhand,Chatra,PRATAPPUR,PARTAPPUR,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
834,1125146181,"Rajkiya Unani Aushdhalaya, Pratappur",SubCentre,Jharkhand,Chatra,PRATAPPUR,PARTAPPUR,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
835,1125146181,"Rajkiya Unani Aushdhalaya, Pratappur",SubCentre,Jharkhand,Chatra,PRATAPPUR,PARTAPPUR,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
836,1125146181,"Rajkiya Unani Aushdhalaya, Pratappur",SubCentre,Jharkhand,Chatra,PRATAPPUR,PARTAPPUR,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
859,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,,(2nd May 2024),Yoga,2024
860,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga session ,(3rd May 2024),Yoga,2024
861,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga session ,(4th May 2024),Yoga,2024
862,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,International Midwives Day(5th May 2024),(5th May 2024),Yoga,2024
863,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,,(7th May 2024),Yoga,2024
864,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga,(8th May 2024),Yoga,2024
865,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,ayush health camp ,(10th May 2024),Health talk,2024
866,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga ,(11th May 2024),Yoga,2024
867,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,International Nurses Day(12th May 2024),(12th May 2024),Yoga,2024
868,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga ,(13th May 2024),Yoga,2024
869,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,Palliative care& Walker distribution by Ayush department ,(14th May 2024),Special screening talk,2024
870,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga,(15th May 2024),Yoga,2024
871,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga ,(16th May 2024),Yoga,2024
872,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,,(18th May 2024),"Other
",2024
873,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga session ,(19th May 2024),Yoga,2024
874,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga session ,(20th May 2024),Yoga,2024
875,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga session ,(21st May 2024),Yoga,2024
876,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga session ,(22nd May 2024),Yoga,2024
877,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,,(24th May 2024),Yoga,2024
878,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga session ,(25th May 2024),Yoga,2024
879,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,yoga session ,(26th May 2024),Yoga,2024
880,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
881,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
882,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
883,1125146272,"Rajkiya Homeopathic Aushdhalaya, Saria",SubCentre,Jharkhand,Giridih,GIRIDIH,GIRIDIH,Intensified Diarrhoea Control Fortnight(28th May 2024),(30th May 2024),Yoga,2024
959,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(7th May 2024),Yoga,2024
960,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga session at swashpur ,(8th May 2024),Yoga,2024
961,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(9th May 2024),Yoga,2024
962,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,International Nurses Day(12th May 2024),(12th May 2024),Yoga,2024
963,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(13th May 2024),Yoga,2024
964,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga session at swashpur ,(14th May 2024),Yoga,2024
965,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(15th May 2024),Yoga,2024
966,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga session at swashpur ,(16th May 2024),Yoga,2024
967,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(17th May 2024),Yoga,2024
968,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(18th May 2024),Yoga,2024
969,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(19th May 2024),Yoga,2024
970,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(20th May 2024),Yoga,2024
971,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(21st May 2024),Yoga,2024
972,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(22nd May 2024),Yoga,2024
973,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(23rd May 2024),Yoga,2024
974,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(24th May 2024),Yoga,2024
975,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(26th May 2024),Yoga,2024
976,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,yoga at swashpur ,(27th May 2024),Yoga,2024
977,1125146363,"Rajkiya Ayurvedic Aushdhalaya, Swaspur",SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
"1,002",1125146454,"Rajkiya Ayurvedic Aushdhalaya, Gandanata",SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,yoga,(23rd May 2024),Yoga,2024
"1,003",1125146454,"Rajkiya Ayurvedic Aushdhalaya, Gandanata",SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,Health talk,(22nd May 2024),Health talk,2024
"1,004",1125146454,"Rajkiya Ayurvedic Aushdhalaya, Gandanata",SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,yoga,(24th May 2024),Yoga,2024
"1,005",1125146454,"Rajkiya Ayurvedic Aushdhalaya, Gandanata",SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,YOGA,(25th May 2024),Yoga,2024
"1,006",1125146454,"Rajkiya Ayurvedic Aushdhalaya, Gandanata",SubCentre,Jharkhand,Purbi Singhbhum,DHALBHUMGARH,DHALBHUMGARH,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
"1,038",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,yoga,(17th May 2024),Yoga,2024
"1,039",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,yoga,(18th May 2024),Yoga,2024
"1,040",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,yoga,(19th May 2024),Yoga,2024
"1,041",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,,(21st May 2024),Yoga,2024
"1,042",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,Yoga ,(22nd May 2024),Yoga,2024
"1,043",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,yoga,(24th May 2024),Yoga,2024
"1,044",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,yoga,(23rd May 2024),Yoga,2024
"1,045",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,yoga,(25th May 2024),Yoga,2024
"1,046",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,yoga,(26th May 2024),Yoga,2024
"1,047",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,yoga,(27th May 2024),Yoga,2024
"1,048",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,Menstrual Hygiene Day(28th May 2024),(28th May 2024),Yoga,2024
"1,049",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,Intensified Diarrhoea Control Fortnight(28th May 2024),(29th May 2024),Yoga,2024
"1,050",1125146579,"Rajkiya Ayurvedic Aushdhalaya, Dhalbhumgarh",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,World No Tobacco Day(31st May 2024),(31st May 2024),Yoga,2024
"1,167",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(1st May 2024),Yoga,2024
"1,168",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(2nd May 2024),Yoga,2024
"1,169",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(3rd May 2024),Yoga,2024
"1,170",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(4th May 2024),Yoga,2024
"1,171",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(6th May 2024),Yoga,2024
"1,172",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(7th May 2024),Yoga,2024
"1,173",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(8th May 2024),Yoga,2024
"1,174",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(9th May 2024),Yoga,2024
"1,175",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(10th May 2024),Yoga,2024
"1,176",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(16th May 2024),Yoga,2024
"1,177",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(17th May 2024),Yoga,2024
"1,178",1125146637,"Rajkiya Ayurvedic Aushdhalaya, Karaduba",SubCentre,Jharkhand,Purbi Singhbhum,GHATSHILA,GHATSHILA,YOGA SESSION ,(18th May 2024),Yoga,2024
